T20I #,World Cup Match?,Winner,Date,Batting First,Team 1 Runs,Team 1 Wickets,Team 1 Overs,Team 1 Adjusted Run Rate,Batting Second,Team 2 Runs,Team 2 Wickets,Team 2 Overs,Team 2 Adjusted Run Rate,Ground,City,Country
630,False,India,11/1/2017,India,202,3,20.0,10.1,New Zealand,149,8,20.0,7.45,Feroz Shah Kotla,Delhi,India
631,False,New Zealand,11/4/2017,New Zealand,196,2,20.0,9.8,India,156,7,20.0,7.8,Saurashtra Cricket Association Stadium,Rajkot,India
632,False,India,11/7/2017,India,67,5,8.0,8.375,New Zealand,61,6,8.0,7.625,Greenfield International Stadium,Thiruvananthapuram,India
633,False,India,12/20/2017,India,180,3,20.0,9.0,Sri Lanka,87,10,16.0,5.4375,Barabati Stadium,Cuttack,India
634,False,India,12/22/2017,India,260,5,20.0,13.0,Sri Lanka,172,9,17.2,9.923076923,Holkar Cricket Stadium,Indore,India
635,False,India,12/24/2017,Sri Lanka,135,7,20.0,6.75,India,139,5,19.2,7.189655172,Wankhede Stadium,Mumbai,India
636,False,New Zealand,12/29/2017,New Zealand,187,7,20.0,9.35,West Indies,140,10,19.0,7.368421053,Saxton Oval,Nelson,New Zealand
637,False,No Result,1/1/2018,New Zealand,102,4,9.0,11.33333333,West Indies,0,0,0.0,,Bay Oval,Mount Maunganui,New Zealand
638,False,New Zealand,1/3/2018,New Zealand,243,5,20.0,12.15,West Indies,124,9,16.3,7.515151515,Bay Oval,Mount Maunganui,New Zealand
639,False,New Zealand,1/22/2018,Pakistan,105,10,19.4,5.25,New Zealand,106,3,15.5,5.3,Westpac Stadium,Wellington,New Zealand
640,False,Pakistan,1/25/2018,Pakistan,201,4,20.0,10.05,New Zealand,153,10,18.3,8.27027027,Eden Park,Auckland,New  Zealand
641,False,Pakistan,1/28/2018,Pakistan,181,6,20.0,9.05,New Zealand,163,6,20.0,8.15,Bay Oval,Mount Maunganui,New Zealand
642,False,Australia,2/3/2018,New Zealand,117,9,20.0,5.85,Australia,96,3,11.3,8.347826087,Sydney Cricket Ground,Sydney,Australia
643,False,Afghanistan,2/5/2018,Zimbabwe,120,9,20.0,6.0,Afghanistan,121,5,14.4,8.25,Sharjah Cricket Stadium,Sharjah,UAE
644,False,Afghanistan,2/6/2018,Afghanistan,158,9,20.0,7.9,Zimbabwe,141,5,20.0,7.05,Sharjah Cricket Stadium,Sharjah,UAE
645,False,Australia,2/7/2018,England,155,9,20.0,7.75,Australia,161,5,18.3,8.702702703,Bellerive Oval,Hobart,Australia
646,False,Australia,2/10/2018,England,137,7,20.0,6.85,Australia,138,3,14.3,9.517241379,Melbourne Cricket Ground,Melbourne,Australia
647,False,New Zealand,2/13/2018,New Zealand,196,5,20.0,9.8,England,184,9,20.0,9.2,Westpac Stadium,Wellington,New Zealand
648,False,Sri Lanka,2/15/2018,Bangladesh,193,5,20.0,9.65,Sri Lanka,194,4,16.4,11.64,Shere Bangla National Stadium,Dhaka,Bangladesh
649,False,Australia,2/16/2018,New Zealand,243,6,20.0,12.15,Australia,245,5,18.5,13.00884956,Eden Park,Auckland,New  Zealand
650,False,England,2/18/2018,England,194,7,20.0,9.7,New Zealand,192,4,20.0,9.6,Seddon Park,Hamilton,New Zealand
651,False,Sri Lanka,2/18/2018,Sri Lanka,210,4,20.0,10.5,Bangladesh,135,10,18.4,7.232142857,Sylhet International Cricket Stadium,Sylhet,Bangladesh
652,False,India,2/18/2018,India,203,5,20.0,10.15,South Africa,175,9,20.0,8.75,New Wanderers Stadium,Johannesburg,South Africa
653,False,Australia,2/21/2018,New Zealand,150,9,20.0,7.5,Australia,121,3,14.4,8.25,Eden Park,Auckland,New  Zealand
654,False,South Africa,2/21/2018,India,188,4,20.0,9.4,South Africa,189,4,18.4,10.125,SuperSport Park,Centurion,South Africa
655,False,India,2/24/2018,India,172,7,20.0,8.6,South Africa,165,6,20.0,8.25,Newlands,Cape Town,South Africa
656,False,Sri Lanka,3/6/2018,India,174,5,20.0,8.7,Sri Lanka,175,5,18.3,9.459459459,R Premadasa Stadium,Colombo,Sri Lanka
657,False,India,3/8/2018,Bangladesh,139,8,20.0,6.95,India,140,4,18.4,7.5,R Premadasa Stadium,Colombo,Sri Lanka
658,False,Bangladesh,3/10/2018,Sri Lanka,214,6,20.0,10.7,Bangladesh,215,5,19.4,10.93220339,R Premadasa Stadium,Colombo,Sri Lanka
659,False,India,3/12/2018,Sri Lanka,152,9,19.0,8.0,India,153,4,17.3,8.742857143,R Premadasa Stadium,Colombo,Sri Lanka
660,False,India,3/14/2018,India,176,3,20.0,8.8,Bangladesh,159,6,20.0,7.95,R Premadasa Stadium,Colombo,Sri Lanka
661,False,Bangladesh,3/16/2018,Sri Lanka,159,7,20.0,7.95,Bangladesh,160,8,19.5,8.067226891,R Premadasa Stadium,Colombo,Sri Lanka
662,False,India,3/18/2018,Bangladesh,166,8,20.0,8.3,India,168,6,20.0,8.4,R Premadasa Stadium,Colombo,Sri Lanka
663,False,Pakistan,4/1/2018,Pakistan,203,5,20.0,10.15,West Indies,60,9,13.4,4.390243902,National Stadium,Karachi,Pakistan
664,False,Pakistan,4/2/2018,Pakistan,205,3,20.0,10.25,West Indies,123,10,19.2,6.362068966,National Stadium,Karachi,Pakistan
665,False,Pakistan,4/3/2018,West Indies,153,6,20.0,7.65,Pakistan,154,2,16.5,9.148514851,National Stadium,Karachi,Pakistan
667,False,Afghanistan,6/3/2018,Afghanistan,167,8,20.0,8.35,Bangladesh,122,10,19.0,6.421052632,Rajiv Gandhi International Cricket Stadium,Dehra Dun,India
668,False,Afghanistan,6/5/2018,Bangladesh,134,8,20.0,6.7,Afghanistan,135,4,18.5,7.168141593,Rajiv Gandhi International Cricket Stadium,Dehra Dun,India
669,False,Afghanistan,6/7/2018,Afghanistan,145,6,20.0,7.25,Bangladesh,144,6,20.0,7.2,Rajiv Gandhi International Cricket Stadium,Dehra Dun,India
670,False,Netherlands,6/12/2018,Netherlands,144,10,19.5,7.2,Ireland,140,8,20.0,7.0,Hazelaarweg,Rotterdam,Netherlands
671,False,Pakistan,6/12/2018,Pakistan,204,4,20.0,10.2,Scotland,156,6,20.0,7.8,Grange Cricket Club Ground,Edinburgh,Scotland
672,False,Netherlands,6/13/2018,Ireland,158,6,20.0,7.9,Netherlands,159,6,19.0,8.368421053,Hazelaarweg,Rotterdam,Netherlands
673,False,Pakistan,6/13/2018,Pakistan,166,6,20.0,8.3,Scotland,82,10,14.4,5.590909091,Grange Cricket Club Ground,Edinburgh,Scotland
674,False,Ireland,6/16/2018,Ireland,205,5,20.0,10.25,Scotland,159,5,20.0,7.95,Sportpark Het Schootsveld,Deventer,Netherlands
675,False,Tie,6/17/2018,Scotland,185,4,20.0,9.25,Ireland,185,6,20.0,9.25,Sportpark Het Schootsveld,Deventer,Netherlands
676,False,Scotland,6/19/2018,Netherlands,160,6,20.0,8.0,Scotland,161,3,17.4,9.113207547,VRA Ground,Amstelveen,Netherlands
677,False,Scotland,6/20/2018,Scotland,221,3,20.0,11.05,Netherlands,106,9,14.0,7.571428571,VRA Ground,Amstelveen,Netherlands
678,False,India,6/27/2018,India,208,5,20.0,10.4,Ireland,132,9,20.0,6.6,The Village,Dublin,Ireland
679,False,England,6/27/2018,England,221,5,20.0,11.05,Australia,193,10,19.4,9.813559322,Edgbaston,Birmingham,England
680,False,India,6/29/2018,India,213,4,20.0,10.65,Ireland,70,10,12.3,5.6,The Village,Dublin,Ireland
681,False,Pakistan,7/1/2018,Pakistan,182,4,20.0,9.1,Zimbabwe,108,9,17.5,6.056074766,Harare Sports Club,Harare,Zimbabwe
682,False,Australia,7/2/2018,Pakistan,116,10,19.5,5.8,Australia,117,1,10.5,5.85,Harare Sports Club,Harare,Zimbabwe
683,False,Australia,7/3/2018,Australia,229,2,20.0,11.45,Zimbabwe,129,9,20.0,6.45,Harare Sports Club,Harare,Zimbabwe
684,False,India,7/3/2018,England,159,8,20.0,7.95,India,163,2,18.2,8.890909091,Old Trafford,Manchester,England
685,False,Pakistan,7/4/2018,Zimbabwe,162,4,20.0,8.1,Pakistan,163,3,19.1,8.504347826,Harare Sports Club,Harare,Zimbabwe
686,False,Pakistan,7/5/2018,Pakistan,194,7,20.0,9.7,Australia,149,7,20.0,7.45,Harare Sports Club,Harare,Zimbabwe
687,False,Australia,7/6/2018,Zimbabwe,151,9,20.0,7.55,Australia,154,5,19.5,7.764705882,Harare Sports Club,Harare,Zimbabwe
688,False,England,7/6/2018,India,148,5,20.0,7.4,England,149,5,19.4,7.576271186,Sophia Gardens,Cardiff,Wales
689,False,Pakistan,7/8/2018,Australia,183,8,20.0,9.15,Pakistan,187,4,19.2,9.672413793,Harare Sports Club,Harare,Zimbabwe
690,False,India,7/8/2018,England,198,9,20.0,9.9,India,201,3,18.4,10.76785714,County Ground,Bristol,England
691,False,No Result,7/29/2018,Netherlands,174,4,16.4,10.44,Nepal,0,0,0.0,,Lord's,London,England
692,False,West Indies,7/31/2018,Bangladesh,143,9,20.0,7.15,West Indies,93,3,9.1,10.14545455,Warner Park,Basseterre,West Indies
693,False,Bangladesh,8/4/2018,Bangladesh,171,5,20.0,8.55,West Indies,159,9,20.0,7.95,Central Broward Regional Park Stadium Turf Ground,Lauderhill,USA
694,False,Bangladesh,8/5/2018,Bangladesh,184,5,20.0,9.2,West Indies,135,7,17.1,7.86407767,Central Broward Regional Park Stadium Turf Ground,Lauderhill,USA
695,False,Sri Lanka,8/14/2018,South Africa,98,10,16.4,4.9,Sri Lanka,99,7,16.0,4.95,R Premadasa Stadium,Colombo,Sri Lanka
696,False,Afghanistan,8/20/2018,Afghanistan,160,7,18.0,8.888888889,Ireland,144,9,18.0,8.0,Bready Cricket Club,Bready,Northern Ireland
697,False,Afghanistan,8/22/2018,Afghanistan,160,8,20.0,8.0,Ireland,79,10,15.0,5.266666667,Bready Cricket Club,Bready,Northern Ireland
698,False,South Africa,10/9/2018,South Africa,160,6,20.0,8.0,Zimbabwe,126,10,17.2,7.269230769,Buffalo Park,East London,South Africa
699,False,South Africa,10/12/2018,Zimbabwe,132,7,20.0,6.6,South Africa,135,4,15.4,8.617021277,Senwes Park,Potchefstroom,South Africa
700,False,Australia,10/22/2018,UAE,117,6,20.0,5.85,Australia,119,3,16.1,7.360824742,Nursery Oval,Abu Dhabi,UAE
701,False,Pakistan,10/24/2018,Pakistan,155,8,20.0,7.75,Australia,89,10,16.5,5.287128713,Sheikh Zayed Stadium,Abu Dhabi,UAE
702,False,Pakistan,10/26/2018,Pakistan,147,6,20.0,7.35,Australia,136,8,20.0,6.8,Dubai International Cricket Stadium,Dubai,UAE
703,False,England,10/27/2018,England,187,8,20.0,9.35,Sri Lanka,157,10,20.0,7.85,R Premadasa Stadium,Colombo,Sri Lanka
704,False,Pakistan,10/28/2018,Pakistan,150,5,20.0,7.5,Australia,117,10,19.1,6.104347826,Dubai International Cricket Stadium,Dubai,UAE
705,False,Pakistan,10/31/2018,Pakistan,148,6,20.0,7.4,New Zealand,146,6,20.0,7.3,Sheikh Zayed Stadium,Abu Dhabi,UAE
706,False,Pakistan,11/2/2018,New Zealand,153,7,20.0,7.65,Pakistan,154,4,19.4,7.830508475,Dubai International Cricket Stadium,Dubai,UAE
707,False,India,11/4/2018,West Indies,109,8,20.0,5.45,India,110,5,17.5,6.168224299,Eden Gardens,Kolkata,India
708,False,Pakistan,11/4/2018,Pakistan,166,3,20.0,8.3,New Zealand,119,10,16.5,7.069306931,Dubai International Cricket Stadium,Dubai,UAE
709,False,India,11/6/2018,India,195,2,20.0,9.75,West Indies,124,9,20.0,6.2,Ekana International Cricket Stadium,Lucknow,India
710,False,India,11/11/2018,West Indies,181,3,20.0,9.05,India,182,4,20.0,9.1,MA Chidambaram Stadium,Chennai,India
711,False,South Africa,11/17/2018,South Africa,108,6,10.0,10.8,Australia,87,7,10.0,8.7,Carrara Oval,Carrara,Australia
712,False,Australia,11/21/2018,Australia,158,4,17.0,9.294117647,India,169,7,17.0,9.941176471,Brisbane Cricket Ground,Brisbane,Australia
713,False,No Result,11/23/2018,Australia,132,7,19.0,6.947368421,India,0,0,0.0,,Melbourne Cricket Ground,Melbourne,Australia
714,False,India,11/25/2018,Australia,164,6,20.0,8.2,India,168,4,19.4,8.542372881,Sydney Cricket Ground,Sydney,Australia
715,False,West Indies,12/17/2018,Bangladesh,129,10,19.0,6.45,West Indies,130,2,10.5,6.5,Sylhet International Cricket Stadium,Sylhet,Bangladesh
716,False,Bangladesh,12/20/2018,Bangladesh,211,4,20.0,10.55,West Indies,175,10,19.2,9.051724138,Shere Bangla National Stadium,Dhaka,Bangladesh
717,False,West Indies,12/22/2018,West Indies,190,10,19.2,9.5,Bangladesh,140,10,17.0,7.0,Shere Bangla National Stadium,Dhaka,Bangladesh
718,False,New Zealand,1/11/2019,New Zealand,179,7,20.0,8.95,Sri Lanka,144,10,16.5,8.554455446,Eden Park,Auckland,New  Zealand
719,False,Bahrain,1/20/2019,Bahrain,176,4,20.0,8.8,Saudi Arabia,135,9,20.0,6.75,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
720,False,Kuwait,1/20/2019,Maldives,102,10,18.4,5.1,Kuwait,103,2,10.3,5.15,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman
721,False,Bahrain,1/21/2019,Maldives,141,4,20.0,7.05,Bahrain,142,8,18.4,7.607142857,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
722,False,Qatar,1/21/2019,Saudi Arabia,126,10,20.0,6.3,Qatar,127,6,15.3,6.35,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman
723,False,Tie,1/22/2019,Qatar,155,6,20.0,7.75,Kuwait,155,8,20.0,7.75,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
724,False,Saudi Arabia,1/22/2019,Maldives,139,7,20.0,6.95,Saudi Arabia,140,4,17.0,8.235294118,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman
725,False,Qatar,1/23/2019,Maldives,134,9,20.0,6.7,Qatar,135,2,14.5,9.101123596,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
726,False,Kuwait,1/23/2019,Bahrain,188,3,20.0,9.4,Kuwait,189,3,19.1,9.860869565,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman
727,False,Saudi Arabia,1/24/2019,Kuwait,135,8,20.0,6.75,Saudi Arabia,137,3,9.1,14.94545455,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
728,False,Qatar,1/24/2019,Qatar,205,5,20.0,10.25,Bahrain,157,10,18.2,8.563636364,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman
729,False,Saudi Arabia,1/24/2019,Qatar,157,6,20.0,7.85,Saudi Arabia,163,2,15.3,10.51612903,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
730,False,UAE,1/31/2019,UAE,153,6,20.0,7.65,Nepal,132,7,20.0,6.6,ICC Global Cricket Academy,Dubai,UAE
731,False,Nepal,2/1/2019,UAE,107,10,19.2,5.35,Nepal,111,6,19.3,5.55,ICC Global Cricket Academy,Dubai,UAE
732,False,South Africa,2/1/2019,South Africa,192,6,20.0,9.6,Pakistan,186,9,20.0,9.3,Newlands,Cape Town,South Africa
733,False,Nepal,2/3/2019,Nepal,104,8,10.0,10.4,UAE,90,8,10.0,9.0,ICC Global Cricket Academy,Dubai,UAE
734,False,South Africa,2/3/2019,South Africa,188,3,20.0,9.4,Pakistan,181,7,20.0,9.05,New Wanderers Stadium,Johannesburg,South Africa
735,False,New Zealand,2/6/2019,New Zealand,219,6,20.0,10.95,India,139,10,19.2,7.189655172,Westpac Stadium,Wellington,New Zealand
736,False,Pakistan,2/6/2019,Pakistan,168,9,20.0,8.4,South Africa,141,9,20.0,7.05,SuperSport Park,Centurion,South Africa
737,False,India,2/8/2019,New Zealand,158,8,20.0,7.9,India,162,3,18.5,8.601769912,Eden Park,Auckland,New  Zealand
738,False,New Zealand,2/10/2019,New Zealand,212,4,20.0,10.6,India,208,6,20.0,10.4,Seddon Park,Hamilton,New Zealand
739,False,Netherlands,2/13/2019,Scotland,153,7,20.0,7.65,Netherlands,154,3,19.5,7.764705882,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
740,False,Ireland,2/13/2019,Ireland,159,5,20.0,7.95,Oman,144,9,20.0,7.2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
741,False,Netherlands,2/15/2019,Oman,166,4,20.0,8.3,Netherlands,167,2,18.5,8.867256637,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
742,False,Scotland,2/15/2019,Ireland,180,7,20.0,9.0,Scotland,181,4,18.3,9.783783784,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
743,False,Ireland,2/17/2019,Netherlands,182,9,20.0,9.1,Ireland,183,9,20.0,9.15,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
744,False,Scotland,2/17/2019,Oman,111,10,19.3,5.55,Scotland,115,3,15.3,5.75,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
745,False,Afghanistan,2/21/2019,Ireland,132,6,20.0,6.6,Afghanistan,136,5,19.2,7.034482759,Rajiv Gandhi International Cricket Stadium,Dehra Dun,India
746,False,Afghanistan,2/23/2019,Afghanistan,278,3,20.0,13.9,Ireland,194,6,20.0,9.7,Rajiv Gandhi International Cricket Stadium,Dehra Dun,India
747,False,Afghanistan,2/24/2019,Afghanistan,210,7,20.0,10.5,Ireland,178,8,20.0,8.9,Rajiv Gandhi International Cricket Stadium,Dehra Dun,India
748,False,Australia,2/24/2019,India,126,7,20.0,6.3,Australia,127,7,20.0,6.35,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India
749,False,Australia,2/27/2019,India,190,4,20.0,9.5,Australia,194,3,19.4,9.86440678,M Chinnaswamy Stadium,Bengaluru,South Africa
750,False,England,3/5/2019,West Indies,160,8,20.0,8.0,England,161,6,18.5,8.548672566,Darren Sammy National Cricket Stadium,Gros Islet,West Indies
751,False,England,3/8/2019,England,182,6,20.0,9.1,West Indies,45,10,11.5,3.802816901,Warner Park,Basseterre,West Indies
752,False,England,3/10/2019,West Indies,71,10,13.0,3.55,England,72,2,10.3,3.6,Warner Park,Basseterre,West Indies
753,False,No Result,3/15/2019,USA,152,7,15.0,10.13333333,UAE,29,2,3.3,8.285714286,ICC Academy,Dubai,UAE
754,False,UAE,3/16/2019,UAE,182,7,20.0,9.1,USA,158,6,20.0,7.9,ICC Academy,Dubai,UAE
755,False,Tie,3/19/2019,Sri Lanka,134,7,20.0,6.7,South Africa,134,8,20.0,6.7,Newlands,Cape Town,South Africa
756,False,Papua New Guinea,3/22/2019,Papua New Guinea,216,4,20.0,10.8,Philippines,83,8,20.0,4.15,Amini Park,Port Moresby,Papua New Guinea
757,False,Papua New Guinea,3/22/2019,Vanuatu,124,6,20.0,6.2,Papua New Guinea,125,2,15.2,8.152173913,Amini Park,Port Moresby,Papua New Guinea
758,False,South Africa,3/22/2019,South Africa,180,3,20.0,9.0,Sri Lanka,164,9,20.0,8.2,SuperSport Park,Centurion,South Africa
759,False,Vanuatu,3/23/2019,Vanuatu,156,6,20.0,7.8,Philippines,93,7,20.0,4.65,Amini Park,Port Moresby,Papua New Guinea
760,False,No Result,3/23/2019,Papua New Guinea,205,2,20.0,10.25,Philippines,11,2,2.0,5.5,Amini Park,Port Moresby,Papua New Guinea
761,False,Philippines,3/24/2019,Philippines,46,3,5.0,9.2,Vanuatu,36,2,5.0,7.2,Amini Park,Port Moresby,Papua New Guinea
762,False,Papua New Guinea,3/24/2019,Vanuatu,56,8,13.0,4.307692308,Papua New Guinea,60,0,3.0,20.0,Amini Park,Port Moresby,Papua New Guinea
763,False,South Africa,3/24/2019,South Africa,198,2,20.0,9.9,Sri Lanka,137,10,15.4,8.744680851,New Wanderers Stadium,Johannesburg,South Africa
764,False,Spain,3/29/2019,Malta,98,9,20.0,4.9,Spain,99,3,12.1,8.136986301,La Manga Club Bottom Ground,Murcia,Spain
765,False,Spain,3/30/2019,Spain,206,2,20.0,10.3,Malta,97,10,19.5,4.890756303,La Manga Club Bottom Ground,Murcia,Spain
766,False,Belize,4/25/2019,Mexico,108,9,20.0,5.4,Belize,112,6,12.3,8.96,Reforma Athletic Club,Naucalpan,Mexico
767,False,Panama,4/25/2019,Costa Rica,112,5,20.0,5.6,Panama,113,3,15.4,7.212765957,Reforma Athletic Club,Naucalpan,Mexico
768,False,Mexico,4/26/2019,Costa Rica,133,7,20.0,6.65,Mexico,134,7,19.2,6.931034483,Reforma Athletic Club,Naucalpan,Mexico
769,False,Belize,4/26/2019,Belize,157,5,20.0,7.85,Panama,148,8,20.0,7.4,Reforma Athletic Club,Naucalpan,Mexico
770,False,Belize,4/27/2019,Costa Rica,89,10,19.3,4.45,Belize,92,5,14.5,4.6,Reforma Athletic Club,Naucalpan,Mexico
771,False,Panama,4/27/2019,Panama,148,6,20.0,7.4,Mexico,115,6,20.0,5.75,Reforma Athletic Club,Naucalpan,Mexico
772,False,England,5/5/2019,Pakistan,173,6,20.0,8.65,England,175,3,19.2,9.051724138,Sophia Gardens,Cardiff,Wales
773,False,Germany,5/11/2019,Germany,128,7,20.0,6.4,Belgium,119,6,20.0,5.95,Royal Brussels Cricket Club Ground,Waterloo,Belgium
774,False,Germany,5/11/2019,Germany,149,6,20.0,7.45,Belgium,87,10,14.4,5.931818182,Royal Brussels Cricket Club Ground,Waterloo,Belgium
775,False,Germany,5/12/2019,Belgium,133,6,20.0,6.65,Germany,135,4,18.0,7.5,Royal Brussels Cricket Club Ground,Waterloo,Belgium
776,False,Kenya,5/20/2019,Nigeria,105,5,15.0,7.0,Kenya,106,2,12.2,8.594594595,Kyambogo Cricket Oval,Kampala,Uganda
777,False,Namibia,5/20/2019,Ghana,91,7,20.0,4.55,Namibia,92,1,10.5,8.492307692,Kyambogo Cricket Oval,Kampala,Uganda
778,False,Uganda,5/20/2019,Uganda,142,7,20.0,7.1,Botswana,90,10,18.0,5.0,Lugogo Cricket Oval,Kampala,Uganda
779,False,Namibia,5/21/2019,Namibia,167,7,20.0,8.35,Uganda,125,8,20.0,6.25,Kyambogo Cricket Oval,Kampala,Uganda
780,False,Nigeria,5/21/2019,Nigeria,119,10,19.5,5.95,Botswana,108,7,20.0,5.4,Lugogo Cricket Oval,Kampala,Uganda
781,False,Kenya,5/21/2019,Kenya,141,5,20.0,7.05,Ghana,88,10,17.3,5.028571429,Kyambogo Cricket Oval,Kampala,Uganda
782,False,Nigeria,5/22/2019,Nigeria,135,8,20.0,6.75,Ghana,107,8,20.0,5.35,Kyambogo Cricket Oval,Kampala,Uganda
783,False,Namibia,5/22/2019,Botswana,46,10,12.1,2.3,Namibia,50,0,3.5,2.5,Kyambogo Cricket Oval,Kampala,Uganda
784,False,Kenya,5/22/2019,Kenya,145,6,20.0,7.25,Uganda,144,9,20.0,7.2,Lugogo Cricket Oval,Kampala,Uganda
785,False,Uganda,5/23/2019,Ghana,113,6,20.0,5.65,Uganda,117,3,15.1,7.714285714,Kyambogo Cricket Oval,Kampala,Uganda
786,False,Italy,5/25/2019,Germany,53,10,16.0,2.65,Italy,57,3,8.4,2.85,Sportpark Maarschalkerweerd,Utrecht,Netherlands
787,False,Italy,5/25/2019,Germany,130,6,20.0,6.5,Italy,135,4,15.3,8.709677419,Sportpark Maarschalkerweerd,Utrecht,Netherlands
788,False,Tie,5/31/2019,Jersey,128,9,20.0,6.4,Guernsey,128,8,20.0,6.4,College Field,St Peter Port,Guernsey
789,False,Jersey,6/1/2019,Jersey,164,3,20.0,8.2,Guernsey,123,9,20.0,6.15,King George V Sports Ground,Castel,Guernsey
790,False,Jersey,6/1/2019,Jersey,171,6,20.0,8.55,Guernsey,95,10,18.4,5.089285714,King George V Sports Ground,Castel,Guernsey
791,False,Jersey,6/15/2019,Guernsey,108,6,20.0,5.4,Jersey,109,2,14.2,7.604651163,King George V Sports Ground,Castel,Guernsey
792,False,Italy,6/15/2019,Norway,151,3,20.0,7.55,Italy,85,1,10.0,8.5,College Field,St Peter Port,Guernsey
793,False,Germany,6/15/2019,Guernsey,117,10,19.5,5.85,Germany,118,5,17.0,5.9,King George V Sports Ground,Castel,Guernsey
794,False,Italy,6/16/2019,Germany,134,8,20.0,6.7,Italy,138,5,19.0,7.263157895,College Field,St Peter Port,Guernsey
795,False,Jersey,6/16/2019,Jersey,131,9,20.0,6.55,Denmark,113,8,20.0,5.65,King George V Sports Ground,Castel,Guernsey
796,False,Italy,6/16/2019,Italy,121,10,19.2,6.05,Guernsey,110,8,20.0,5.5,College Field,St Peter Port,Guernsey
797,False,Jersey,6/16/2019,Jersey,160,5,20.0,8.0,Norway,80,10,19.2,4.137931034,King George V Sports Ground,Castel,Guernsey
798,False,Denmark,6/17/2019,Denmark,141,7,20.0,7.05,Norway,95,9,20.0,4.75,King George V Sports Ground,Castel,Guernsey
799,False,No Result,6/18/2019,Denmark,100,9,16.0,6.25,Guernsey,0,0,0.0,,King George V Sports Ground,Castel,Guernsey
800,False,No Result,6/18/2019,Italy,0,0,0.0,,Denmark,0,0,0.0,,King George V Sports Ground,Castel,Guernsey
801,False,Guernsey,6/19/2019,Norway,95,6,16.0,5.9375,Guernsey,96,6,15.5,6.063157895,King George V Sports Ground,Castel,Guernsey
802,False,Jersey,6/19/2019,Jersey,149,6,20.0,7.45,Italy,76,10,16.5,4.514851485,College Field,St Peter Port,Guernsey
803,False,Germany,6/19/2019,Denmark,109,8,20.0,5.45,Germany,110,3,14.3,7.586206897,King George V Sports Ground,Castel,Guernsey
804,False,Guernsey,6/20/2019,Guernsey,118,7,20.0,5.9,Denmark,112,9,20.0,5.6,King George V Sports Ground,Castel,Guernsey
805,False,Germany,6/20/2019,Norway,99,10,20.0,4.95,Germany,101,3,11.1,5.05,College Field,St Peter Port,Guernsey
806,False,Denmark,6/20/2019,Denmark,158,9,20.0,7.9,Italy,128,10,19.3,6.564102564,King George V Sports Ground,Castel,Guernsey
807,False,Germany,6/20/2019,Jersey,134,5,20.0,6.7,Germany,136,7,14.2,9.488372093,College Field,St Peter Port,Guernsey
808,False,Netherlands,6/23/2019,Netherlands,199,6,20.0,9.95,Zimbabwe,150,10,19.5,7.56302521,Hazelaarweg,Rotterdam,Netherlands
